"1","2","3"
0.0788066168724573,0.0213372045112575,0.899856178616285
0.267712888621202,0.0568888909973775,0.675398220381421
0.3600397698826,0.0567335219008563,0.583226708216543
0.135920871133723,0.0472440211756606,0.816835107690616
0.0840063170746116,0.0184058175212073,0.897587865404181
0.600289326250388,0.103647448662407,0.296063225087205
0.111713749942573,0.0210769033248273,0.867209346732599
0.403764738762371,0.128333517860526,0.467901743377103
0.01197077134558,0.00345394910414948,0.98457527955027
0.495021234373449,0.0777081248478913,0.427270640778659
4.30153563603723e-05,1.10686055950308e-05,0.999945916038045
0.177380280014669,0.0575567519048743,0.765062968080456
0.0183810540247646,0.00545530393085946,0.976163642044376
0.26157080603555,0.0417634418972768,0.696665752067174
0.641047408196769,0.162522911929157,0.196429679874073
0.199029371835679,0.0908948703820565,0.710075757782265
0.290813427078211,0.058924385935236,0.650262186986553
0.963307310613462,0.0147477556204792,0.0219449337660593
0.0391448874181923,0.00922229000535339,0.951632822576454
0.0206437774828568,0.00467988986804734,0.974676332649096
0.246846200547477,0.0823171741534476,0.670836625299075
0.183441461209787,0.0425261563733178,0.774032382416895
0.129409041937685,0.0463987286836785,0.824192229378637
0.364596275465857,0.0855458239470548,0.549857900587088
0.845221446664518,0.049015026623856,0.105763526711626
0.177035361833015,0.0784871881695515,0.744477449997434
0.775033523987167,0.0815725463292784,0.143393929683554
0.0301186081668424,0.0076358060643073,0.96224558576885
0.133390567640441,0.0533889994772786,0.813220432882281
0.858399764216327,0.063132903400457,0.078467332383216
0.0673992517042208,0.0227684311033676,0.909832317192412
0.643473762509797,0.0779102025104105,0.278616034979792
0.11350862873119,0.0363261372176182,0.850165234051192
0.0164868705908978,0.00486661698880797,0.978646512420294
0.193467349244081,0.0643548333443906,0.742177817411529
0.576318464680269,0.0588485737210313,0.3648329615987
0.184979183029059,0.0820266208545801,0.73299419611636
0.31563021234034,0.0631202737995845,0.621249513860076
0.115366991857224,0.0438734113651402,0.840759596777636
0.53618614860117,0.0909412685049274,0.372872582893903
0.6048255961337,0.0818427355878119,0.313331668278488
0.235645387644351,0.0772307837338746,0.687123828621774
0.511970167104074,0.118976010825285,0.369053822070641
0.505084107276307,0.0607708385902893,0.434145054133404
0.639507936237193,0.0860755268667375,0.274416536896069
0.528967082785396,0.113070637401074,0.35796227981353
0.265815345204442,0.0508823277715654,0.683302327023993
0.691301419874893,0.0576651778764165,0.25103340224869
0.504063452967878,0.0901318723865898,0.405804674645533
0.0659585022312303,0.0203697920286638,0.913671705740106
0.0777730478100923,0.0175177057628055,0.904709246427102
0.134859363987658,0.0506974663707324,0.81444316964161
0.124995549319993,0.0369474417709101,0.838057008909097
0.0737502249447151,0.0176667176639359,0.908583057391349
0.655284869247626,0.193669378093424,0.151045752658951
0.0580947048772282,0.0195390578185399,0.922366237304232
0.0334903417658054,0.00991769440764214,0.956591963826552
0.315700311337259,0.642118541334152,0.0421811473285885
0.0122574824483393,0.0034844699644549,0.984258047587206
0.100184860609955,0.0280471670715432,0.871767972318502
0.896026026581141,0.0745104487522101,0.0294635246666486
0.00483277371678077,0.00128481339379428,0.993882412889425
0.0772236791918485,0.024846603802152,0.897929717005999
0.219399704990148,0.0672735303839777,0.713326764625874
0.472863056303064,0.101566744435074,0.425570199261862
0.13884008485589,0.0343166044064623,0.826843310737647
0.660146719050766,0.0802754375863533,0.25957784336288
0.366660191222637,0.0787906537976958,0.554549154979668
0.0517319059057496,0.0124270104574876,0.935841083636763
0.475198208275089,0.186881520924832,0.33792027080008
0.631406232162853,0.200608039383857,0.16798572845329
0.461220709371924,0.0786994633442972,0.460079827283779
0.134115562186659,0.054160128677685,0.811724309135656
0.473441933462223,0.0785453429771318,0.448012723560645
0.136006183149416,0.0550276944001341,0.808966122450449
0.0744154191278186,0.022115411393591,0.903469169478591
0.502603396684713,0.124682351066369,0.372714252248917
0.344824238043426,0.0727186476435777,0.582457114312996
0.0970232319098083,0.0359326966243276,0.867044071465864
0.815335061046871,0.057285283340094,0.127379655613035
0.0600566033835713,0.0163252076650625,0.923618188951366
0.212464226564615,0.0350735261944164,0.752462247240968
0.165102218491062,0.0704721698483867,0.764425611660551
0.0601878047655242,0.0184479002306777,0.921364295003798
0.120013887408272,0.0411624967384088,0.83882361585332
0.273022857620478,0.0871998091172151,0.639777333262307
0.0649567312044463,0.0208075053049202,0.914235763490634
0.0198416626824721,0.00592925202380617,0.974229085293722
0.259216157889901,0.0435227587531571,0.697261083356941
0.427846924460022,0.521042794588147,0.051110280951831
0.13581782437188,0.0533822641334949,0.810799911494625
0.0595710284845576,0.0122060369180056,0.928222934597437
0.138565074863271,0.0265605983112577,0.834874326825471
0.044317601091267,0.0108712382136173,0.944811160695116
0.109635356670688,0.0257318836257582,0.864632759703554
0.137117549268123,0.0557401332959354,0.807142317435942
0.24972684499011,0.0633071878827818,0.686965967127108
0.214814022689776,0.0473004322364541,0.73788554507377
0.545086227111785,0.180083312332911,0.274830460555305
0.832734300786227,0.0486724185963946,0.118593280617378
0.00515002628860711,0.99364529535194,0.00120467835945324
0.107359321229696,0.870883288132521,0.0217573906377832
0.134012096602024,0.817454039381878,0.048533864016098
0.745452578064977,0.20783325439068,0.0467141675443433
0.111121324749825,0.853435053240688,0.0354436220094863
0.115379482297163,0.842633507973552,0.0419870097292854
0.104396186380292,0.863759419489829,0.0318443941298792
0.741823915553595,0.119126141365143,0.139049943081263
0.518403888675293,0.423760482621779,0.0578356287029277
0.607382219881302,0.0592198463105338,0.333397933808164
0.0647989329713777,0.914296514281354,0.0209045527472681
0.48697128488396,0.447718121341186,0.0653105937748535
0.274627093426745,0.686702572087095,0.03867033448616
0.11591180655883,0.842436203777173,0.0416519896639965
0.575456526900246,0.361479259750425,0.0630642133493298
0.754216090601104,0.198311228558199,0.0474726808406968
0.150622155376876,0.797430290104057,0.0519475545190677
0.149199145246635,0.81528201137566,0.0355188433777056
0.0100303799031092,0.987532293408354,0.00243732668853633
0.812087246215986,0.142875533717573,0.0450372200664408
0.670654984062125,0.27692481694923,0.0524201989886456
0.0473834750319886,0.938107957043646,0.0145085679243656
0.0753990558830577,0.907562640048976,0.0170383040679666
0.133743220326525,0.833690722942225,0.0325660567312503
0.159704836810801,0.797396524560405,0.0428986386287947
0.250558615823003,0.707072615919848,0.042368768257149
0.457151861355406,0.27055850873903,0.272289629905564
0.037722287764883,0.951225987089724,0.0110517251453936
0.961466927883284,0.0185355073076231,0.0199975648090929
0.0300592464562488,0.963804349079281,0.00613640446446953
0.570977331214021,0.371293916194025,0.0577287525919543
0.0682559933567447,0.918393134974424,0.0133508716688311
0.722297978840956,0.175873876611604,0.101828144547441
0.0544956366953506,0.928451529367821,0.0170528339368288
0.763793724834603,0.166135187832997,0.0700710873324001
0.149854512111306,0.790577506671914,0.0595679812167804
0.198513648187577,0.713609563279895,0.0878767885325287
0.0175727408088121,0.977839278788884,0.00458798040230402
0.1574350751006,0.779836256358409,0.0627286685409916
0.147313774280228,0.796212928369688,0.056473297350084
0.0830532708009115,0.897550562907827,0.0193961662912612
0.143964668154902,0.82861501998103,0.0274203118640686
0.998869958491593,0.000605637249106369,0.000524404259300106
0.477788357720152,0.437427189761302,0.0847844525185458
0.868150421205097,0.0806108560938993,0.0512387227010034
0.602846387482331,0.344606231331546,0.0525473811861232
0.273702682837357,0.654520716705892,0.0717766004567513
0.0543320077712207,0.929900788630185,0.0157672035985941
0.69248611271631,0.256320787030249,0.0511931002534412
0.0687336921779273,0.909286283332271,0.0219800244898012
0.0715913520285677,0.909900318297623,0.0185083296738092
0.0460060273163144,0.939929449417013,0.0140645232666727
0.04334776463342,0.94364257042434,0.0130096649422398
0.22882422069201,0.689783597881309,0.0813921814266807
0.102344289316564,0.876010662528821,0.0216450481546145
0.000295684979758784,0.999633180114955,7.11349052855326e-05
0.139992145986652,0.836838815806135,0.0231690382072125
0.878975944990848,0.0635495408840424,0.0574745141251092
0.00289032492495624,0.996373919357502,0.000735755717541941
0.0136104065793793,0.983447629236412,0.00294196418420846
0.89713237131502,0.041343467392734,0.0615241612922458
0.271612311463837,0.688690176781024,0.0396975117551397
0.143854746281416,0.828342469924696,0.027802783793889
0.0180595915185918,0.978079445032283,0.00386096344912539
0.219721104183755,0.738820927169559,0.0414579686466862
0.892715658993515,0.0771839267420052,0.0301004142644793
0.0562197964762097,0.929927035829671,0.013853167694119
0.105981720308891,0.856193677508349,0.03782460218276
0.0612300440193023,0.919437186283433,0.0193327696972646
0.474905205534976,0.47457398064845,0.0505208138165738
0.568195118551878,0.379124832684938,0.0526800487631838
0.149010942838067,0.825527909398809,0.025461147763124
0.120336102424688,0.835235836852984,0.0444280607223276
0.119064498655329,0.837768574199123,0.0431669271455488
0.834299417343875,0.126684231591517,0.0390163510646079
0.516458005729812,0.379947731969793,0.103594262300394
0.00487299785924729,0.994004897141507,0.00112210499924528
0.711941436790066,0.15970956853243,0.128348994677504
0.183547357352991,0.787478765167077,0.0289738774799323
0.109720140465318,0.850686687377781,0.0395931721569005
0.0814763844620803,0.89357904999408,0.0249445655438401
0.370208239651207,0.570980943820778,0.0588108165280144
0.512263771893831,0.417965727565684,0.0697705005404853
0.659227565352495,0.288935036182465,0.0518373984650397
0.497433936562422,0.451488030934704,0.051078032502874
0.776956558023995,0.165118196478442,0.0579252454975633
0.372731828313083,0.58116311654436,0.0461050551425569
0.333457429682215,0.607264023486837,0.0592785468309483
0.197533036588181,0.713502500707065,0.0889644627047535
0.14317747494958,0.823379927846729,0.033442597203691
0.529768272992977,0.414185833272577,0.0560458937344457
0.821299291634168,0.108672094243656,0.0700286141221759
0.351980633122512,0.603894423631348,0.0441249432461401
0.00725869973951558,0.990830944126877,0.0019103561336076
